,238pu,239pu,240pu,241pu,242pu,241am,Frac_BOC,Frac_EOC
0,0.005725729708254792,0.521715243087265,0.29281659371457747,0.13113773194957734,0.013695276966164708,0.03490942457416069,0.07261656093405651,0.05619658472264903
1,0.02856637631031234,0.5591266628668831,0.2309291633046019,0.06828456814591272,0.10014357836422573,0.012949651008064222,0.07674109168830635,0.05914146091181341
2,0.030146534853003518,0.5432104554304485,0.1844487094967931,0.15569203578418425,0.06940650630949952,0.017095758126071073,0.06418879959360785,0.0476351278271934
3,0.004547540738582909,0.5632139164041837,0.13051101814690258,0.1324125347964228,0.11848674691620023,0.050828242997707704,0.06451223227991426,0.047296199271468185
4,0.03734668786518437,0.6930982722502204,0.11397742545769812,0.029201436088717978,0.08239122986743187,0.04398494847074733,0.06618766797474963,0.049276094236810515
5,0.021114003381538602,0.6130283254637909,0.18956410770736082,0.020917990188172992,0.11440614456938072,0.04096942868975604,0.07821545964445797,0.060277153295761915
6,0.03047747589390992,0.33908144345115326,0.2881997610382975,0.18617467006468533,0.13168308825059089,0.024383561301363134,0.0899635043507148,0.07114395646155813
7,0.029062950677219205,0.4388077947100064,0.28067904427473594,0.07292331520434722,0.14222785638938243,0.03629903874430886,0.10186698207425794,0.08234829347244138
8,0.04713760370911018,0.43588728298400153,0.21340206141902593,0.08347942637860811,0.17179122508151032,0.04830240042774391,0.09894210865358749,0.07916756364141327
9,0.030432689043131823,0.37103380450179196,0.2936402020187493,0.0767051049274027,0.18924160905228332,0.03894659045664107,0.12136481530059051,0.10047102064981026
10,0.0028903935840955113,0.636803520905233,0.25840788768547185,0.009089872260147578,0.04291179128601349,0.049896534279038715,0.0788426326343077,0.06192618159275437
11,0.053583478100086325,0.7082752117893482,0.16978505425857138,0.00778514591526272,0.01667817969935232,0.04389293023737908,0.06991554325470657,0.05392903796423996
12,0.06840889044548751,0.37092984142256924,0.2751333141719385,0.15357165728072933,0.10157742301244266,0.030378873666832826,0.09600132871760797,0.07683442735157821
13,0.024873051894839047,0.40494775356229246,0.28552318423558815,0.10207966279641652,0.11571054925533118,0.06686579825553272,0.1042311629848869,0.08464365152481212
14,0.050077047093430783,0.6358590037485732,0.16935931303609436,0.00667896738497465,0.12287332821917961,0.015152340517747515,0.07710801460594634,0.059388791904447014
15,0.03643161403134498,0.46345174303038333,0.27121574821325667,0.07775922522073964,0.09461352016041816,0.05652814934385735,0.09737451701548641,0.07843042513948933
16,0.02089255367715081,0.46948716022883835,0.2443595697172114,0.18272011371739424,0.021284819018621896,0.06125578364078337,0.07167826565159627,0.054849269263703926
17,0.06917590312487891,0.4014748148002714,0.22949881411179593,0.11442268893084959,0.1831243858639693,0.00230339316823492,0.09537010482521055,0.07589453379913899
18,0.04698587685078628,0.6074644859022809,0.1282051499528613,0.027212283044510375,0.12075833862096286,0.06937386562859822,0.0795845191288297,0.06134675973188982
19,0.0631395822642811,0.5839937768913019,0.1654368875036784,0.00600046879173184,0.11649444877762329,0.06493483577138337,0.09071715895466309,0.07199725289793865
20,0.020023273541903565,0.4976590817711295,0.13981638990131387,0.12030232048746577,0.17110595147112667,0.05109298282706081,0.07478972451934104,0.056577238631360556
21,0.07089411429068367,0.4953570955425705,0.23061464584093827,0.08088098821189531,0.11086608614887745,0.011387069965034928,0.08704350630894976,0.06865728132285229
22,0.05120009884337867,0.5196282495157832,0.1843429344935709,0.032980453911441415,0.1938428014148656,0.01800546182096012,0.0912701383416159,0.07210348030201398
23,0.04881520651626293,0.6571294150516851,0.17480260643490286,0.050752553382362495,0.0030837417193293713,0.0654164768954571,0.0703104453010843,0.05429611033660473
24,0.053135400085585816,0.3901037759144701,0.2222228391487888,0.18525781238665956,0.1373150458521779,0.011965126612317904,0.07977403257463209,0.06157614380953479
25,0.06672383473881516,0.5838375265414795,0.10176182253758057,0.14160093968595622,0.09432182180061252,0.011754054695556113,0.06173226986033109,0.04533606599749131
26,0.02536032262134449,0.35931640118415237,0.24305792133352577,0.12164445092075503,0.1856486447619498,0.06497225917827258,0.10642367849563462,0.08611871040555283
27,0.06058183134764334,0.5978630159817832,0.1866423612035591,0.11581555294283055,0.03629070241133919,0.0028065361128446252,0.06483260909007584,0.048800582986435526
28,0.05372691848666442,0.5036637051560598,0.26381236578269557,0.09442962651688662,0.045455054417092564,0.03891232964060104,0.08486676431956527,0.06719265762641041
29,0.0668046299057639,0.37590395800042997,0.24462390376319404,0.162607298082135,0.1465503658184409,0.003509844430036232,0.08832184566756697,0.06946277276514878
30,0.06333362499753069,0.38674196016036816,0.23826671141964806,0.0763619658682631,0.18536788039106236,0.049927857163127615,0.1189984660580172,0.09794950934260398
31,0.06638549060805658,0.5447856389268815,0.12177692688499803,0.19644887322181187,0.008248935447203086,0.062354134911048846,0.06138436689389323,0.04566132838748297
32,0.024003230674243856,0.37890315549321557,0.24491058498984536,0.14569963943645015,0.14622849726366213,0.06025489214258309,0.09377670052342414,0.07445781021278321
33,0.06080281057324694,0.40315542818999045,0.2849213000399741,0.16882506276666964,0.08089170973972312,0.0014036886903957498,0.08320689247712687,0.0652229563762206
34,0.008410555096520738,0.47049735062228887,0.2224224836409282,0.14707729676344491,0.08492931867223355,0.06666299520458381,0.07657326567575881,0.05872074858743234
35,0.03908612538108623,0.6627465716734374,0.12282363944894832,0.087116109293861,0.03303866127037498,0.05518889293229187,0.06247112523042117,0.04631736117909187
36,0.03375258770290768,0.300029325191818,0.2828860449456124,0.13734180104002117,0.1968036052114391,0.049186635908201666,0.11932149603511953,0.09825050624357025
37,0.00406325727484794,0.5708231265696672,0.2381786900284378,0.16764844857159897,0.011184097445406521,0.00810238011004154,0.05990066599349507,0.04438885750655006
38,0.028955358154091445,0.7396960097226399,0.11278765527645777,0.01290930976380818,0.03776082913309707,0.06789083794990548,0.06452049800833795,0.04816684509403025
39,0.013873504370232517,0.6294596476600827,0.21490542240972627,0.056548903209662715,0.073425881746944,0.011786640603351984,0.06864662295283734,0.051813270113943856
40,0.060022958463649925,0.41332062027366695,0.2901582781757622,0.18639909825323828,0.01566239047111385,0.03443665436256888,0.0807208864958349,0.06349224751525327
41,0.0559166927400225,0.5979372186114635,0.13334240042291276,0.10259166865243956,0.07457929873771958,0.035632720835442326,0.06680030071849077,0.04999413609526044
42,0.07035325038719606,0.34578659762246977,0.2889717677572908,0.06579181971236572,0.1923380402282815,0.036758524292396164,0.14454616288545133,0.12205008028071676
43,0.04284471295655034,0.5669143292020862,0.14665812888472818,0.14721901036617613,0.06882900452277932,0.027534814067679818,0.0632528827211552,0.04676441484707693
44,0.05344264826779718,0.4651973102819163,0.19642242120694992,0.1882722454963981,0.06650415877845686,0.030161215968481665,0.06993662574143628,0.05290162972758096
45,0.04943827661548175,0.6432970073705693,0.2268645470720042,0.0632488662306306,0.006318037694463816,0.010833265016850379,0.06827813220164218,0.05263036253763122
46,0.0715909805678327,0.4291873369419607,0.22491765218151702,0.18966175131753832,0.05510433688042959,0.029537942110721763,0.07603997364541427,0.05859549677210015
47,0.04092087974449405,0.4840361137146019,0.16033635816366235,0.09991984601965323,0.19200827218569227,0.022778530171896207,0.08058958878252048,0.06205410090938622
48,0.02458495165522569,0.5383952177898509,0.19009954605269605,0.09305141267385292,0.11257914007062798,0.04128973175774647,0.07544563483531434,0.05759580346248279
49,0.025615725829055812,0.43259701295831215,0.19175022006270454,0.14892310156301275,0.13395536144990766,0.06715857813700725,0.0819138841182091,0.06333327973696276
50,0.024220981565363026,0.5731172822021202,0.12085574991261751,0.10891482131543509,0.1585332531228559,0.01435791188160824,0.06549952206086437,0.04823198039361086
51,0.038816573818693155,0.39849927319203704,0.26334195971141516,0.11284028086285088,0.14794266309642867,0.038559249318574955,0.09915531580095546,0.07958738255454836
52,0.05163110883820247,0.4924694778072974,0.175170806732108,0.16551887510897967,0.07640861511550018,0.03880111639791239,0.07013509494037541,0.05297561229123709
53,0.014842254255397168,0.37920747536510896,0.2605125780820625,0.13924582662612286,0.1625427715999366,0.0436490940713719,0.09360563218431628,0.07435481842860459
54,0.05438413574429974,0.4135431384089145,0.2724286192435345,0.1428822438240458,0.06510829762259424,0.051653565156611195,0.09097696599806705,0.07248352458836664
55,0.007405855640560363,0.4354193473386537,0.2974846366847967,0.09791176133616152,0.1319405773928862,0.02983782160694158,0.09308249251159256,0.07421786474236715
56,0.05244858581025017,0.5494457395984326,0.2154327602573818,0.01652586369856151,0.12264069097331184,0.04350635966206205,0.09393634077459356,0.07505959045214797
57,0.06580357858750825,0.5997029225770344,0.153463046404989,0.06664650175407752,0.04959828711427953,0.06478566356211148,0.07507843629815106,0.05786360870550528
58,0.043570484184412825,0.4363786290284037,0.20116529431671618,0.15271662464228333,0.1401307492016769,0.02603821862650716,0.07903791434565473,0.060852455474326654
59,0.033322983879500945,0.6687986460929415,0.17228660043386504,0.07219605827256614,0.035693588397936446,0.017702122923190098,0.06281608982561497,0.046826082057885215
60,0.011651758780275974,0.6548697471017927,0.14001617214976253,0.12455975961469831,0.04638715555199208,0.022515406801478396,0.05684000301047442,0.04098561514284058
61,0.04491010726008474,0.27251723256678445,0.2522287102206821,0.18143141086730705,0.19423809513902554,0.054674443946116064,0.10992879208951818,0.08929229656830337
62,0.02082804012286158,0.44239157860086503,0.2034759558980172,0.19412761241175464,0.13216875421682836,0.007008058749673256,0.06871766737676527,0.05145970993610962
63,0.023468549052493435,0.4803863031405331,0.22664550009679693,0.19142456242927702,0.060243327521492814,0.017831757759406694,0.0663826402615003,0.04974958616014978
64,0.01138291423095599,0.6317059400599505,0.11709480640293522,0.10793229615244117,0.06936185625920845,0.06252218689450871,0.06177158078111427,0.045061941773036476
65,0.0013489797004204557,0.4887008662587289,0.20260922184606653,0.17106260390878744,0.08436167674585504,0.05191665154014167,0.06851171369760588,0.051309624627361904
66,0.02358564645574504,0.6990597860671204,0.13348092114637441,0.007322913949941206,0.1303060157631138,0.00624471661770515,0.0663999725658704,0.049255333242085135
67,0.050915365870909245,0.5767884508519449,0.24264117883163436,0.058342785718716816,0.029880938041921205,0.04143128068487367,0.08014855651325181,0.06313690119000073
68,0.07283427451189782,0.4148197570580849,0.25685862036154844,0.10179030067037387,0.10696494421569935,0.046732103182395734,0.10332090380072093,0.08374892584330239
69,0.07323805221092893,0.5119843905513728,0.12220394028471973,0.12640055045904242,0.1611681251712628,0.0050049413226732785,0.07169554901561487,0.05410929788702441
70,0.037734049070167,0.45237612294652846,0.227665786258398,0.030587495277312148,0.18436080495095325,0.067275741496641,0.11574837562099169,0.09509715988614599
71,0.032099072516848993,0.696662840467719,0.15338354245511598,0.024610489600470575,0.06050903156777728,0.03273502339206811,0.06656860783712004,0.049956187987930514
72,0.0727151984356531,0.42525809708297135,0.1559887604316394,0.1712073744328152,0.12823203991977913,0.046598529697141816,0.07904718960465151,0.060802795453067486
73,0.03677489396531012,0.4512023356236403,0.24446378721976064,0.12560573154648583,0.12624651986364183,0.01570673178116128,0.08257915119720269,0.06431040216539104
74,0.027628847206564694,0.5505997482506525,0.11864939371734873,0.14638931405585529,0.10818493951126687,0.048547757258311924,0.06460348793187956,0.0475549172153166
75,0.054038732693655014,0.6261103938232822,0.11552683217441001,0.11278609376806832,0.054565672179714184,0.0369722753608704,0.06231592595791096,0.046062266032957586
76,0.04623801460599791,0.6410641019023973,0.10470729683823962,0.04876877540429923,0.13903187771605272,0.02018993353301317,0.06781898446879,0.050517666123677786
77,0.020279630773707213,0.5089687437604669,0.28329347126402105,0.041018587091112654,0.11265058322192346,0.033788983888768644,0.09463899051094361,0.07591391733930286
78,0.016050073361405896,0.4566757516707711,0.260261087567138,0.06312462901988537,0.1945410561234924,0.009347402257307203,0.09517506728369118,0.07585682089962724
79,0.0054034985506057395,0.5925552121987582,0.2240777982525351,0.03483986597202356,0.07974475759858286,0.06337886742749468,0.08025897131481409,0.06249538647677078
80,0.017621304035866384,0.6878555033739272,0.18126524536540967,0.02031977102469393,0.08952585257160905,0.003412323628493743,0.06648905372525897,0.04969977074045496
81,0.06730567063426023,0.6789012827469588,0.15934135862886825,0.086044751086037,0.0025597313440479494,0.005847205559827673,0.060899660658711594,0.045820266929808694
82,0.03351044092041331,0.5841590656907386,0.23249389615595292,0.12051791610914515,0.010283369322425826,0.019035311801324246,0.06619797975084034,0.0503454230130802
83,0.007245289367676446,0.6443889099414384,0.20014643011221395,0.05227943602709225,0.04027698493018248,0.0556629496213967,0.06937812400768345,0.052668339652472015
84,0.03234587916631216,0.5637176687946818,0.20931150675264545,0.03567796920283859,0.11020082183658797,0.04874615424693402,0.08495481070809334,0.06662505867960691
85,0.008158938899000344,0.7809169753867206,0.1330877614092763,0.008926527615687236,0.042516068326711294,0.026393728362604257,0.05900403294276488,0.04306164076108753
86,0.014757996373355623,0.5422920759672835,0.10568305963098586,0.17737805774755305,0.09751713002057724,0.06237168026024473,0.06133642425880516,0.04458386053816354
87,0.03371870480409757,0.533434409924736,0.15754300954931574,0.055244048004826664,0.15155742147172777,0.06850240624529637,0.08536988124796852,0.06648531690692594
88,0.02348542762831694,0.5781093612815588,0.1687798853844155,0.15674165179697322,0.06754945772260408,0.005334216186131449,0.05978990102222981,0.043626255906976996
89,0.05926447018973887,0.45081472421655033,0.14832722584171804,0.19251627532167762,0.0903863893216744,0.05869091510864067,0.0716416466245448,0.05414265400081471
90,0.03835217182390007,0.5364843740241931,0.2438194066640842,0.012266024522307078,0.14145290338720265,0.02762511957831291,0.09615048910859213,0.07711410917646888
91,0.05250606288769388,0.48210740297711613,0.20415832251744703,0.14345075175174535,0.0768522813340264,0.04092517853197129,0.0761471708329544,0.058529930951004554
