,238pu,239pu,240pu,241pu,242pu,241am,out_238pu,out_239pu,out_240pu,out_241pu,out_242pu,out_241am,Frac_BOC,Frac_EOC
0,0.005725729708254792,0.521715243087265,0.2928165937145774,0.13113773194957734,0.01369527696616471,0.03490942457416069,0.02743430784297471,0.3860375058965266,0.31003691283826296,0.1874932139115549,0.06416729139233487,0.02483076811834598,0.07806999999999999,0.06099647680210665
1,0.02856637631031235,0.5591266628668831,0.23092916330460198,0.06828456814591273,0.10014357836422577,0.012949651008064226,0.03551711140116408,0.38681617869769447,0.27470545691606163,0.1567777238558105,0.13216052573613904,0.014023003393130192,0.07806999999999999,0.06030666271611198
2,0.030146534853003518,0.5432104554304484,0.1844487094967931,0.15569203578418428,0.0694065063094995,0.01709575812607107,0.041880892260933285,0.40875574808301507,0.2421432319831484,0.17171553317563984,0.11649574288109697,0.019008851616166462,0.07806999999999999,0.059597880951126586
3,0.00454754073858291,0.5632139164041837,0.13051101814690258,0.1324125347964228,0.11848674691620024,0.050828242997707704,0.03458435812599579,0.4097644248221751,0.20899280908450815,0.15246064022266387,0.16652906539021978,0.027668702354437382,0.07807,0.05894810345454086
4,0.03734668786518437,0.6930982722502204,0.11397742545769812,0.029201436088717975,0.08239122986743186,0.043984948470747326,0.05772410235892138,0.4738781462296104,0.2204135931703775,0.12425085186854888,0.1024799483849775,0.021253357987564506,0.07807000000000001,0.05956960490744595
5,0.021114003381538602,0.6130283254637909,0.18956410770736082,0.02091799018817299,0.11440614456938072,0.040969428689756046,0.04133514096804392,0.4075559977201736,0.25642490339592666,0.13676431114788098,0.13815502819343053,0.019764618574544507,0.07806999999999997,0.060149293787695415
6,0.030477475893909915,0.3390814434511533,0.2881997610382975,0.1861746700646853,0.13168308825059089,0.024383561301363134,0.04521968175893969,0.2903357512980828,0.2652560902813302,0.1806309229235609,0.19826619832640233,0.020291355411684357,0.07806999999999999,0.06062695590588703
7,0.0290629506772192,0.4388077947100063,0.28067904427473583,0.07292331520434721,0.1422278563893824,0.03629903874430885,0.04642383165544137,0.3155629861678269,0.2769915680387691,0.15845160679350667,0.18322006536169422,0.01934994198276155,0.07807000000000001,0.06114790871576378
8,0.047137603709110173,0.4358872829840015,0.2134020614190259,0.0834794263786081,0.1717912250815103,0.048302400427743905,0.06750125755740234,0.3173144353695732,0.23378075094414372,0.14391542742843988,0.2160257255706945,0.021462403129746455,0.07807000000000001,0.06074456223097117
9,0.030432689043131823,0.3710338045017919,0.29364020201874924,0.07670510492740269,0.1892416090522833,0.03894659045664107,0.04816934023888398,0.27824147524945936,0.26565954438331546,0.15393089526010495,0.23541109424866968,0.01858765061956643,0.07806999999999999,0.061587408845494226
